conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.81687E+18,Fri Jul 26 16:08:50 +0000 2024,1,I m of the opinion that if you have taken away someone s human rights you don t deserve them either. Which is why I think what SUHAKAM is saying is ridiculous. The men that murdered Zulfarhan Osman deserve to hang. They laughed as the left court. They deserve to die.,1.81687E+18,,,en,"Kuala Lumpur, Malaysia",0,0,2,https://x.com/Melissa_Jhnsn/status/1816868290624651622,64990011,Melissa_Jhnsn
1.81684E+18,Fri Jul 26 14:34:08 +0000 2024,1,finished read both and i wanna cry so bad. zf shouldnt be treated that way and seriously suhakam there no more human punishment suits six of them except the hukuman gantung sampai mati. Alfatihah buat Zulfarhan Osman. justice will prevail for you. https://t.co/5b8GDqoN4B,1.81684E+18,https://pbs.twimg.com/media/GTa6Z35a4AAYqId.jpg,,en,,0,2,0,https://x.com/aw0nudorable/status/1816844457922429072,1.31046E+18,aw0nudorable
1.81683E+18,Fri Jul 26 13:36:14 +0000 2024,3,if rotten mango or Stephanie soo wanna cover zulfarhan osman case. I'm root to listen.,1.81683E+18,,,en,somewhere on earth.,0,0,0,https://x.com/isyanzya/status/1816829883932377491,347039114,isyanzya
1.81678E+18,Fri Jul 26 10:24:29 +0000 2024,0,TEARS: Parents of the late #Zulfarhan Osman said none of the individuals responsible for their son s death have come forward to apologise since the incident despite several encounters in court. https://t.co/QeCAE3Rtgm,1.81678E+18,,,en,Malaysia & Indonesia,0,0,0,https://x.com/1AmyChew/status/1816781628590748138,8.22024E+17,1AmyChew
1.81677E+18,Fri Jul 26 09:49:50 +0000 2024,9,The parents of the late Zulfarhan Osman today said that none of the individuals responsible for their son s death have come forward to apologise since the incident. In a radio interview Zulfarhan s father Zulkarnain Idros and mother Hawa Osman said that only the accused who https://t.co/7BFbwyx1Pw,1.81677E+18,https://pbs.twimg.com/media/GTZ5TxCbgAAorKX.jpg,,en,Malaysia,0,0,3,https://x.com/malaymail/status/1816772908599116193,27404490,malaymail
1.81676E+18,Fri Jul 26 09:14:45 +0000 2024,0,1/ On May 21-22 2017 Zulfarhan Osman a student at the National Defence University of Malaysia (UPNM) was severely assaulted by fellow students. #UPNMCase,1.81676E+18,,Slackjaw8297,en,,0,1,0,https://x.com/Slackjaw8297/status/1816764079387881548,1.43915E+18,Slackjaw8297
1.81665E+18,Fri Jul 26 01:50:00 +0000 2024,1,#NSTletters In 2017 the death of National Defence University (UPNM) navy cadet Zulfarhan Osman Zulkarnain 21 shocked the nation. https://t.co/2y7oc90jkG,1.81665E+18,,,en,Malaysia,0,0,0,https://x.com/NST_Online/status/1816652155430010932,55186601,NST_Online
1.81654E+18,Thu Jul 25 18:10:04 +0000 2024,1,#NSTletters In 2017 the death of National Defence University (#UPNM) navy #cadet Zulfarhan Osman Zulkarnain 21 shocked the nation. #Bully https://t.co/zV9nn3YTh5,1.81654E+18,,,en,Malaysia,0,1,2,https://x.com/NST_Online/status/1816536412201628091,55186601,NST_Online
1.81652E+18,Thu Jul 25 16:53:53 +0000 2024,2252,It's quite embarrassing that SUHAKAM didn t make it loud and clear that Zulfarhan Osman Zulkarnain's death directly violates Article 3 of the Universal Declaration of Human Rights which says everyone has the right to life liberty and security.,1.81652E+18,,,en,,10,4,2306,https://x.com/__saloma/status/1816517237425209443,1.27136E+18,__saloma
1.81647E+18,Thu Jul 25 14:00:49 +0000 2024,16,Suhakam says it shares in the grief and anguish of the family of Zulfarhan Osman Zukarnain and recognises the severity of the crime against him. However it says sentencing of the six ex-UNPM students to death marks a sad and solemn day in Malaysia's judicial history. 1 https://t.co/xvtEFWnlzj,1.81647E+18,https://pbs.twimg.com/media/GTVpLoeasAAD3O2.jpg,,en,Kuala Lumpur,13,6,11,https://x.com/NewsBFM/status/1816473683210498190,296694466,NewsBFM
1.81644E+18,Thu Jul 25 11:40:31 +0000 2024,0,News about Zulfarhan osman zulkarnain murders... The belacan species strayed from the moral laws because Islam's allah satan guides and misguid es whoever he likes. Their murderous prophet also deserves the deepest level in hell as compared to Adolf Hiltle's hell. https://t.co/F71LaZGzXI,1.81644E+18,https://pbs.twimg.com/media/GTVH5Y-a8AAdHyw.jpg,,en,,0,0,0,https://x.com/MalayaKristen/status/1816438377400672387,241106256,MalayaKristen
1.81641E+18,Thu Jul 25 09:50:06 +0000 2024,5,The Instagram page of a whistleblower who had attempted to seek help for naval cadet Zulfarhan Osman Zulkarnain before his senseless death has been flooded with well-wishes from netizens. https://t.co/j8Be16ulZW,1.81641E+18,,,en,,0,0,2,https://x.com/Scoopdotmy/status/1816410591092945276,1.68133E+18,Scoopdotmy
1.8163E+18,Thu Jul 25 02:18:53 +0000 2024,1,They supposed to be the hero of our nation. But they choose to be the evil. Our country will forever be mourn with Zulfarhan Osman case. Justice prevail Zulfarhan Osman. Al-Fatihah.,1.8163E+18,,,en,"Kuala Selangor, Selangor",0,0,0,https://x.com/nurazriiiiiiii/status/1816297038293909646,280086821,nurazriiiiiiii
1.81629E+18,Thu Jul 25 02:10:53 +0000 2024,0,It's too crazy and has a traumatic impact on us readers not to mention Zulfarhan's family Al-Fatihah Zulfarhan Osman,1.8163E+18,,hernameher,en,,0,0,0,https://x.com/hernameher/status/1816295022733795607,1.71498E+18,hernameher
1.81593E+18,Thu Jul 25 01:42:38 +0000 2024,1,Zulfarhan shall not die in vain. Malay Mail: Here s why judges ordered 6 ex-UPNM students to hang to death for Navy cadet Zulfarhan s murder. Understand the torments his parents Zulkarnain Idros (left) &amp; Hawa Osman had endured in the past 7 years. https://t.co/Ky4GJslfh4 https://t.co/tzi4q7YeCw,1.81629E+18,https://pbs.twimg.com/media/GTS_iGubQAA89SB.jpg,Jeff4Malaysia,en,Malaysia,0,0,0,https://x.com/Jeff4Malaysia/status/1816287912956444959,37811101,Jeff4Malaysia
1.81628E+18,Thu Jul 25 01:27:22 +0000 2024,6,I hope rotten mango will cover the late zulfarhan osman case coz i love her storytelling️,1.81628E+18,,,en,Heh,0,0,1,https://x.com/doeeyeskook/status/1816284071988978065,1.09591E+18,doeeyeskook
1.81613E+18,Wed Jul 24 15:10:51 +0000 2024,2,Such a soothing threads to those with broken hearts. Thank you ustaz. May Allah have mercy on Al-Marhum Zulfarhan Osman Zulkarnain. He will remain forever etched in our hearts.,1.81613E+18,,,en,,0,0,0,https://x.com/sheluth_nur/status/1816128922939187472,373351948,sheluth_nur
1.81609E+18,Wed Jul 24 12:47:06 +0000 2024,0,An anonymous letter allegedly sent by Universiti Pertahanan Nasional Malaysia (UPNM) students to seek help from wardens to save Naval Cadet Officer Zulfarhan Osman Zulkarnain has gone viral on the X application. #UPNM #Zulfarhan #Received https://t.co/AGzUzE9jap,1.81609E+18,,,en,Malaysia,0,0,1,https://x.com/sinardailymy/status/1816092744110194913,1.4358E+18,sinardailymy
1.81603E+18,Wed Jul 24 08:30:15 +0000 2024,4,just heard about what happened to zulfarhan osman omfg. inalillah may your soul be comforted and be granted jannah and may your Allah give your parents strength,1.81603E+18,,,en,,0,0,0,https://x.com/lyurcid/status/1816028105473155228,1.70402E+18,lyurcid
1.81603E+18,Wed Jul 24 08:24:50 +0000 2024,7,The Court of Appeal ruled that the murder case of Navy Cadet Officer Zulfarhan Osman Zulkarnain from seven years ago represents one of the rarest and most extreme forms of cruelty and it will not tolerate such crimes. Judge Datuk Hadhariah Syed Ismail who led the three-judge https://t.co/VGJWtvShBX,1.81603E+18,https://pbs.twimg.com/media/GTPSsnHaYAEiDdt.jpg,,en,Malaysia,0,0,1,https://x.com/xiongmao51515/status/1816026743867953276,1.62039E+18,xiongmao51515
1.81602E+18,Wed Jul 24 08:10:10 +0000 2024,0,Zulfarhan Osman Zulkarnain s murder in 2017 represents the worst form of bullying in Malaysia. After Zulfarhan was falsely accused of stealing a laptop the 6 accused used it as an excuse to carry out their malicious intentions. Which began with binding and beating him up. https://t.co/k9SYgELPDl,1.81602E+18,https://pbs.twimg.com/media/GTPO7bNaYAMpz-P.jpg,TVS_Ent,en,,0,1,0,https://x.com/TVS_Ent/status/1816023052704178340,1.57289E+18,TVS_Ent
1.816E+18,Wed Jul 24 06:51:23 +0000 2024,3,Yesterday 23 July six former National Defence University (UPNM) students were sentenced to death by the Court of Appeal for the murder of navy cadet Zulfarhan Osman Zulkarnain seven years ago. However the fight for justice is not over yet. https://t.co/tlzT4PQFnk,1.816E+18,,,en,Malaysia,0,0,3,https://x.com/saysdotcom/status/1816003226124390861,16039793,saysdotcom
1.81593E+18,Wed Jul 24 02:04:21 +0000 2024,50,Justice after 7 years! The Court of Appeal has imposed death sentence on 6 former National Defence University (UPNM) students for murdering navy cadet Zulfarhan Osman Zulkarnain. This isn t the perwira culture we want. Zul Farhan shouldn t die in vain. https://t.co/wcaxsgmpYU https://t.co/MDpaR7rKDZ,1.81593E+18,https://pbs.twimg.com/media/GTN7m6NXUAA6979.jpg,,en,Malaysia,0,1,21,https://x.com/Jeff4Malaysia/status/1815930989857706367,37811101,Jeff4Malaysia
1.81591E+18,Wed Jul 24 00:51:11 +0000 2024,2,The Court of Appeal today imposed the death sentence on six former students of Universiti Pertahanan Nasional Malaysia (UPNM) for the murder of Navy Cadet Officer Zulfarhan Osman Zulkarnain seven years ago. #UPNM #Zulfarhan #Murder #Bully #Crime https://t.co/BhLMk6nn50,1.81591E+18,,,en,Malaysia,1,0,1,https://x.com/sinardailymy/status/1815912580210385014,1.4358E+18,sinardailymy
1.8159E+18,Wed Jul 24 00:20:16 +0000 2024,2,Netizens are surprised at the ability of parents of the murderers of navy cadet Zulfarhan Osman Zulkarnain to fork out big money to hire high-profiled lawyer Hisyam Teh Poh Teik to defend their children. https://t.co/Vnw8BkLI3d,1.8159E+18,,,en,Malaysia,0,0,3,https://x.com/FocusMalaysiaMY/status/1815904800510468244,1003393897,FocusMalaysiaMY
1.81576E+18,Tue Jul 23 15:00:05 +0000 2024,90,Photo of the day: Nothing but gratitude as justice finally served for Zulfarhan seven years after Parents of murdered naval cadet Zulfarhan Osman Zulkarnain Zulkarnain Idros and Hawa Osman breathe a sigh of relief and perform the sujud syukur or the prostration of gratitude https://t.co/TrZ8VinqCu,1.81576E+18,https://pbs.twimg.com/media/GTLjfyVbUAArbVT.jpg,,en,,2,0,41,https://x.com/Scoopdotmy/status/1815763823602872670,1.68133E+18,Scoopdotmy
1.81574E+18,Tue Jul 23 13:34:59 +0000 2024,1,Modern day 6 Jahanam - Sujama Jagindas Karambit Mumbala Katipang and Paragas. Look at the smirks on their faces and it is easy to see why everyone is celebrating their upcoming demise. I'm seething as I read how they abused the late Zulfarhan Osman till he died. I got even,1.81574E+18,,,en,,0,0,1,https://x.com/PujanggaMalam/status/1815742407532830924,21281184,PujanggaMalam
1.81567E+18,Tue Jul 23 13:12:20 +0000 2024,6,@rayyanharies If only we have the brazen bull in Malaysia then these bullies will finally feel the equal pain that poor Allayarham Zulfarhan Osman felt when they tormented him.,1.81574E+18,,rayyanharies,en,Somewhere in Malaysia,0,0,0,https://x.com/00teeqa00/status/1815736706483863819,8.69682E+17,00teeqa00
1.81573E+18,Tue Jul 23 12:31:05 +0000 2024,0,Justice Hadhariah Syed Ismail who chaired a three-judge panel described the crime committed against Zulfarhan Osman Zulkarnain seven years ago as the rarest of the rare and spoke about what his parents must have felt. #Crime #Malaysia #TheStar https://t.co/1yM9mKEeC5 https://t.co/VtngbNUJFo,1.81573E+18,https://pbs.twimg.com/media/GTLBeHHXYAACMn9.jpg,,en,,0,0,0,https://x.com/asianewsnetwork/status/1815726324993896695,111504976,asianewsnetwork
1.81572E+18,Tue Jul 23 11:53:12 +0000 2024,6,Sentenced to hang for the 6 murderers of navy cadet Zulfarhan Osman. Previously the sentence was 18 years jail. Now it's to the gallows for all 6. We unanimously decided that there is only one appropriate sentence to be meted out to the six accused. They must be brought to the,1.81572E+18,,,en,Petaling Jaya,0,0,3,https://x.com/luxentX/status/1815716792201081101,270994792,luxentX
1.81571E+18,Tue Jul 23 11:23:17 +0000 2024,0,Six former students of Malaysian National Defence University have been sentenced to death after the KL Appeal Court revoked their 18-yr jail term today. The Court says the six did not cause the death of Navy Cadet Officer Zulfarhan Osman but instead had murdered him in 2017. https://t.co/8hdiZO66vC,1.81571E+18,https://pbs.twimg.com/media/GTKx9B5aQAA7QNm.jpg,,en,"Kuala Lumpur, Malaysia🇲🇾",0,0,0,https://x.com/KL_Reporter/status/1815709264293593128,211589985,KL_Reporter
1.81562E+18,Tue Jul 23 11:01:20 +0000 2024,18,@bharianmy Here You see justice in action. The murderers thought they will appeal for a lighter sentence. Instead they got the death penalty. This will not bring back Allahyarham Zulfarhan Osman but it will warn others who bully attack and kill justice will somehow prevail ,1.8157E+18,,bharianmy,en,Malaysia,0,0,1,https://x.com/elina_aziz/status/1815703740168732675,1.354E+18,elina_aziz
1.8157E+18,Tue Jul 23 10:36:22 +0000 2024,1,#BernamaNews : The Court of Appeal today imposed the death sentence on six former students of Universiti Pertahanan Nasional Malaysia for the murder of Navy Cadet Officer Zulfarhan Osman Zulkarnain seven years ago. https://t.co/Jbr2tDRvOq,1.8157E+18,,,en,Kuala Lumpur,0,0,1,https://x.com/BernamaTV/status/1815697458317644154,196460981,BernamaTV
1.81567E+18,Tue Jul 23 09:04:59 +0000 2024,9858,May you rest in peace Zulfarhan Osman Zulkarnain. Your six bullies are gonna be hanged to death to hell. May these six murderers languish in the fiery depths of Neraka Jahanam suffering tenfold the torment they inflicted upon you. https://t.co/v75U1LXqkT,1.81567E+18,https://pbs.twimg.com/media/GTKRznXWMAAvTSC.png,,en,Portugal,484,122,6535,https://x.com/rayyanharies/status/1815674461388935296,1.18603E+18,rayyanharies
1.81567E+18,Tue Jul 23 08:47:28 +0000 2024,0,Good day for Zulfarhan Osman s family and all Malaysians except for the six bastards. The government needs to make the hanging public and televise in 4k60!,1.81567E+18,,,en,Kuala Lumpur Federal Territory,0,1,0,https://x.com/snjnmn_/status/1815670051414183968,9.28222E+17,snjnmn_
1.8156E+18,Tue Jul 23 08:14:24 +0000 2024,12, Alhamdulillah finally Along s tragic death has been avenged. This was the sentiment expressed by the family of the late Zulfarhan Osman Zulkarnain fondly known as Along by his family members after the Court of Appeal today ordered six former students of UPNM to be hanged https://t.co/S8Ezhsfqan,1.81566E+18,https://pbs.twimg.com/media/GTKGkGKagAAAyri.jpg,Scoopdotmy,en,,1,1,2,https://x.com/Scoopdotmy/status/1815661728522543560,1.68133E+18,Scoopdotmy
1.81565E+18,Tue Jul 23 07:39:47 +0000 2024,0,The Court of Appeal here described the murder of UPNM student Naval Cadet Officer Zulfarhan Osman Zulkarnain seven years ago as an exceptionally rare heinous crime. #UPNM #Zulfarhan #murder #court https://t.co/u5MBNOVwJt,1.81565E+18,,,en,Malaysia,0,0,0,https://x.com/sinardailymy/status/1815653016852115695,1.4358E+18,sinardailymy
1.81564E+18,Tue Jul 23 06:30:50 +0000 2024,0,Court of Appeal Reinstates Death Penalty on 6 Ex-UPNM Students for Murder of Zulfarhan Osman in 2017 https://t.co/2WL0vpPZVS,1.81564E+18,,,en,Malaysia,0,0,0,https://x.com/WORLDOFBUZZ/status/1815635665830445503,2238916212,WORLDOFBUZZ
1.81563E+18,Tue Jul 23 06:24:12 +0000 2024,31,This is huge. Malaysian Court of Appeal pronounced death penalty under s.302 of Penal Code in Zulfarhan Osman murder appeal. After mandatory death penalty was abolished in 2023 this might be one of the first ever case for courts to trigger death penalty under discretion.,1.81563E+18,,,en," Perak, Malaysia",0,1,6,https://x.com/PrimaFacie_99/status/1815633995377627285,1479859932,PrimaFacie_99
1.81563E+18,Tue Jul 23 06:21:44 +0000 2024,0,The Court of Appeal today imposed the death sentence on six former students of Universiti Pertahanan Nasional Malaysia (UPNM) for the murder of Navy Cadet Officer Zulfarhan Osman Zulkarnain seven years ago. #CourtOfAppeal #UPNM #Zulfarhan #Deaths #Murder https://t.co/w00ZvrodtO,1.81563E+18,,,en,Malaysia,0,0,0,https://x.com/sinardailymy/status/1815633375346217216,1.4358E+18,sinardailymy
1.81563E+18,Tue Jul 23 05:55:38 +0000 2024,21,Recap of the Arwah Zulfarhan murder case Zulfarhan Osman Zulkarnain was a final-year naval cadet at the UPNM. In May 2017 he was accused by his fellow cadets of stealing a laptop which led to a tragic series of events https://t.co/08xhCfILNX,1.81563E+18,https://pbs.twimg.com/media/GTJm9iMawAI4b0g.jpg,,en,,0,0,4,https://x.com/nikhajarr/status/1815626809238863981,109161599,nikhajarr
